,omaz,idx,btap,dmaz,atap,tod,utility,transit_type
2583086,10128,9982,1419,18965,495,AM,-1.6320435723,local_bus
58646,14763,149,228,5395,1214,PM,-1.63200307887,local_bus
1203199,1334,3660,1969,10275,1374,AM,-1.63145787147,local_bus
1624315,18210,5249,307,6790,1992,AM,-1.63143878614,local_bus
119886,14436,5285,288,5264,1193,PM,-1.63117480216,local_bus
1352360,482,4223,1238,5434,1175,AM,-1.63100332557,local_bus
1899337,6936,6699,2466,226,2372,AM,-1.63085615316,local_bus
2061630,5429,7200,1556,22856,2138,AM,-1.63058568132,local_bus
2387852,9223,8896,1841,22313,5,PM,-1.63044702882,local_bus
1758061,13331,9508,777,13296,773,PM,-1.63037861945,local_bus
2273657,5594,8828,1460,19739,518,AM,-1.63011908616,local_bus
1711752,8403,5593,2359,14922,135,PM,-1.63007984457,local_bus
2168039,2685,7700,2146,14797,257,PM,-1.6297177632,local_bus
350560,3850,948,1556,142,1722,PM,-1.62947871732,local_bus
2485578,6311,9450,731,18464,1291,PM,-1.62924214407,local_bus
473254,11581,4292,747,13534,692,AM,-1.62776500932,local_bus
66672,4106,9543,1556,15638,10,AM,-1.62763244907,local_bus
1960268,22683,6728,824,2042,2089,PM,-1.62685124232,local_bus
239367,14943,637,1801,22976,573,PM,-1.62530875039,local_bus
1472624,5055,4662,731,5889,1494,PM,-1.62508973607,local_bus
989188,5663,2952,1460,17870,305,AM,-1.62475700166,local_bus
1045475,13550,3148,686,11658,922,PM,-1.62451154352,local_bus
2046274,14002,7118,2326,590,1562,AM,-1.62416561883,local_bus
597748,4522,4219,924,5189,1024,AM,-1.62391111537,local_bus
2179409,11966,7765,824,14730,282,PM,-1.62286043232,local_bus
1938895,2906,6616,2144,10545,1307,AM,-1.62261525277,local_bus
1369210,6280,4303,1460,3130,1631,PM,-1.62258246516,local_bus
2322791,4408,8570,777,421,1013,AM,-1.62218495195,local_bus
1602050,7741,5161,1985,17900,345,PM,-1.62210979797,local_bus
2425423,12237,9111,824,11414,842,AM,-1.62208039932,local_bus
2222046,19672,7973,564,13037,665,AM,-1.62205384579,local_bus
2005205,11800,6916,747,19165,416,PM,-1.62179169942,local_bus
354898,2613,9264,1977,3470,1749,AM,-1.62178721932,local_bus
1884270,5705,6309,1556,14751,88,PM,-1.62149226957,local_bus
1745145,12864,5748,686,5364,1299,AM,-1.62146502882,local_bus
795868,4292,2326,1556,22947,519,AM,-1.62110737032,local_bus
408442,12419,1132,824,10669,1285,AM,-1.62108304257,local_bus
2381466,14546,8861,288,5278,1157,PM,-1.62087400794,local_bus
147227,5005,388,731,3723,595,AM,-1.62005055882,local_bus
1158328,12362,6153,824,1459,1997,PM,-1.61974117257,local_bus
1277308,12788,5994,777,13457,740,PM,-1.61969464145,local_bus
2251146,3527,8152,1556,22948,553,PM,-1.61927718409,local_bus
2473280,7524,9359,2144,6886,2432,PM,-1.61896451527,local_bus
1971156,4830,6783,924,12084,791,AM,-1.61850445409,local_bus
1923151,12438,8203,824,17427,1199,PM,-1.61840322732,local_bus
2124128,14900,7500,460,12514,744,PM,-1.61799259482,local_bus
2036832,3461,7072,1556,11139,1076,PM,-1.61762215707,local_bus
720121,15080,4052,246,13076,1125,PM,-1.61752146451,local_bus
1820854,3847,6066,1556,5618,1247,PM,-1.61695371732,local_bus
349413,1047,5039,1977,5759,1427,AM,-1.6169458884,local_bus
2205995,11437,7884,747,5603,1185,AM,-1.61690554947,local_bus
2390420,845,8912,1333,10999,1183,PM,-1.61601622879,local_bus
1775956,18514,6436,498,10386,1434,PM,-1.61592150661,local_bus
2414287,14505,9053,258,12664,790,AM,-1.61576076828,local_bus
2302882,19705,8453,562,10900,1121,PM,-1.61420704692,local_bus
2400125,4225,8965,1669,18133,660,PM,-1.61386780482,local_bus
1571964,8885,5408,1419,5627,1265,PM,-1.61377344105,local_bus
2285471,6241,8341,1460,20254,717,PM,-1.61291877028,local_bus
2337498,7595,8628,2177,17469,199,PM,-1.61271737236,local_bus
2235212,8617,8029,2242,8128,2293,AM,-1.61212448752,local_bus
660849,11832,4202,747,8127,2310,AM,-1.61181580257,local_bus
1722870,12773,5651,686,7671,2135,PM,-1.61140474182,local_bus
888699,1752,2620,1969,8170,2327,AM,-1.61110936557,local_bus
1558695,20002,4976,562,948,1744,PM,-1.61070283557,local_bus
1279366,12897,3954,689,8906,1667,AM,-1.60985123044,local_bus
1505029,13253,4783,777,9271,1834,PM,-1.60952009218,local_bus
1773686,11623,7652,731,5976,1430,PM,-1.60928342232,local_bus
1281652,6382,8249,1460,16686,385,PM,-1.60828853541,local_bus
1591580,10960,5118,1145,5190,1024,PM,-1.60820389864,local_bus
648830,11386,1858,824,1897,2058,AM,-1.60749504432,local_bus
757923,8995,7151,1841,5879,1830,PM,-1.60650277474,local_bus
1712254,19288,5595,564,13101,845,PM,-1.60626022557,local_bus
475456,7111,1354,2466,8065,2255,AM,-1.60623800091,local_bus
813089,12894,2393,686,5327,1305,AM,-1.60570261444,local_bus
199692,11792,527,747,17061,146,PM,-1.60563645957,local_bus
1748236,7352,8702,2392,4419,790,AM,-1.60553205852,local_bus
1555238,4399,4957,777,13641,689,PM,-1.60483446695,local_bus
1102298,7579,6195,2175,16014,1067,PM,-1.60464783444,local_bus
2131647,12747,7540,777,7854,2148,PM,-1.60448953895,local_bus
467459,3924,1335,1556,6540,1383,PM,-1.60431384432,local_bus
1678242,12640,5446,686,5436,1173,PM,-1.60429355907,local_bus
126493,2311,3014,2144,8892,1667,PM,-1.60428074752,local_bus
2584697,12732,9992,777,496,1651,PM,-1.60411011395,local_bus
506591,7878,1426,2177,10480,1346,PM,-1.60361889909,local_bus
529528,3729,4791,1556,9230,1719,AM,-1.60358765907,local_bus
1855173,8867,6217,1443,6822,2410,PM,-1.60346016657,local_bus
2288298,12510,8366,747,8333,2380,PM,-1.60319320707,local_bus
2260923,17875,8646,393,15108,214,PM,-1.60274491539,local_bus
1923897,4157,6528,1556,14318,337,AM,-1.60239335757,local_bus
928886,11759,2754,747,3199,1741,AM,-1.60183552032,local_bus
2163577,423,7679,1238,18213,345,PM,-1.60119359022,local_bus
552020,11644,1560,731,3822,1359,AM,-1.60100705982,local_bus
358289,11530,8992,747,18610,110,AM,-1.60064073657,local_bus
330795,10276,898,1419,19385,612,AM,-1.60045325655,local_bus
612060,9820,3057,1443,6578,1388,PM,-1.60043496904,local_bus
1388749,22625,4366,1764,13868,671,PM,-1.5998226962,local_bus
2252585,17730,8161,337,22840,1360,PM,-1.59974246205,local_bus
1344650,3413,4180,1556,1531,2028,AM,-1.59972899907,local_bus
2416606,2544,9061,2146,15006,249,PM,-1.59944326462,local_bus
1246427,8383,3819,2359,13515,688,PM,-1.59941787454,local_bus
2103923,11259,7390,1145,1767,2160,PM,-1.59932221557,local_bus
513905,10117,1448,1419,7847,2142,PM,-1.59921419805,local_bus
633228,4472,1815,824,14496,269,AM,-1.59885513882,local_bus
301694,266,816,1238,10160,1101,PM,-1.59874135879,local_bus
1472407,1075,4661,1506,16732,115,PM,-1.59819680061,local_bus
1148801,3249,3493,1764,5155,912,PM,-1.59800561045,local_bus
124780,17196,2677,1801,13149,774,AM,-1.59755432719,local_bus
2539946,22993,9741,2326,5666,1191,PM,-1.59739239408,local_bus
1767842,12676,5865,686,606,1562,AM,-1.59734178657,local_bus
2311069,4485,9729,824,3524,1707,PM,-1.59698523057,local_bus
922187,7443,2726,2144,894,1807,PM,-1.59687790702,local_bus
2424111,8882,9101,1419,5471,1173,AM,-1.59682344105,local_bus
2503965,13298,9550,777,15013,274,AM,-1.59652263883,local_bus
1538760,2657,4886,2144,1027,1666,AM,-1.59627457852,local_bus
2368896,13897,8791,686,12733,727,PM,-1.59617606149,local_bus
2150305,12701,7628,777,1410,2054,AM,-1.5961119227,local_bus
331194,11004,903,1145,17475,276,AM,-1.59601903647,local_bus
1314784,18118,4085,393,17959,324,PM,-1.59568133311,local_bus
613261,4736,9077,1669,746,1694,PM,-1.59558107832,local_bus
300504,15506,812,778,512,1665,AM,-1.59522777061,local_bus
836812,5226,2474,824,11236,1169,AM,-1.59504797607,local_bus
1270738,22547,3920,1764,1726,2118,PM,-1.59476601455,local_bus
332502,4940,908,824,1840,2042,AM,-1.59454132332,local_bus
303792,4908,826,924,17194,160,PM,-1.59451496459,local_bus
2263348,1767,8242,2177,12081,860,PM,-1.59441809011,local_bus
553682,18081,1566,584,9210,1994,PM,-1.59423098223,local_bus
2238016,6754,8048,1443,17492,276,PM,-1.59421680319,local_bus
1439678,5504,4547,1669,2249,1564,AM,-1.59411709332,local_bus
1789899,3851,5963,1556,20217,717,AM,-1.59400371732,local_bus
1235973,10085,8321,1419,18785,416,PM,-1.59342689797,local_bus
369316,17159,9312,778,13391,709,AM,-1.59219015729,local_bus
2375438,12630,9949,686,19306,538,PM,-1.59215708157,local_bus
1931289,2062,6576,2144,20305,717,PM,-1.59102151087,local_bus
109724,8769,298,1590,4932,911,AM,-1.59051679807,local_bus
466110,12428,1330,824,12014,815,AM,-1.59003737607,local_bus
1681709,19205,5463,498,1365,2023,AM,-1.59000492586,local_bus
213059,3577,9661,1556,19782,572,AM,-1.58994172654,local_bus
772053,3355,6958,1556,8652,2190,AM,-1.58994156282,local_bus
587238,18824,1659,564,14909,207,AM,-1.58957070357,local_bus
1748468,2412,5764,2144,8890,1667,AM,-1.58951826075,local_bus
31162,11651,3372,824,14882,117,AM,-1.58930434857,local_bus
1440492,18526,4553,393,1978,1965,AM,-1.58898690211,local_bus
1611957,7731,5198,2146,19122,365,PM,-1.58884610175,local_bus
2291835,2280,8383,1607,16782,102,AM,-1.58844354844,local_bus
1050695,12892,3165,686,14759,86,AM,-1.58809039977,local_bus
1266813,17776,3907,264,14725,282,PM,-1.58792779341,local_bus
127636,4820,1120,924,7596,2189,AM,-1.58775445409,local_bus
934737,11063,2778,1223,13561,713,PM,-1.58671931748,local_bus
162317,5409,421,1556,5393,1178,AM,-1.58663568132,local_bus
1842111,5315,7140,1556,14512,241,AM,-1.58636380932,local_bus
351283,12294,950,731,14835,230,PM,-1.58631357732,local_bus
2190374,12905,7818,686,3524,1707,PM,-1.58609724957,local_bus
1055513,8706,6714,2285,18593,458,PM,-1.58568647532,local_bus
70711,12097,7726,731,5484,1173,PM,-1.58530778157,local_bus
2278951,5096,8315,731,3218,1778,AM,-1.58472866082,local_bus
1618242,4502,5216,2491,19727,540,PM,-1.58468688779,local_bus
496147,8879,2239,1419,16849,181,AM,-1.58465982555,local_bus
2025395,3177,7017,1595,3148,191,PM,-1.58460973153,local_bus
1454604,18502,4610,393,14337,348,PM,-1.58443513261,local_bus
212547,4213,566,1669,15063,237,AM,-1.58425598307,local_bus
2553104,3526,9824,1556,6090,1327,PM,-1.58419373914,local_bus
1894980,10843,6367,1143,16704,114,PM,-1.58418682804,local_bus
847390,13541,2506,686,19424,502,AM,-1.58416142674,local_bus
583668,19852,1648,655,1933,1964,AM,-1.58407798632,local_bus
113845,1167,310,1506,18374,419,AM,-1.58389160691,local_bus
1870973,8740,6260,2280,19730,1420,PM,-1.58373603357,local_bus
1952426,18058,6669,2326,6675,1406,PM,-1.58352148548,local_bus
1490767,17110,4735,778,19857,597,PM,-1.58324839509,local_bus
1417500,8761,4472,1587,18018,1150,AM,-1.58324179807,local_bus
1594914,12958,5132,588,9022,1634,AM,-1.58322062607,local_bus
2288931,15240,8373,778,22769,2168,AM,-1.58308123261,local_bus
2279159,5096,8839,824,14306,333,PM,-1.58307866082,local_bus
2165978,19338,7691,498,19785,572,PM,-1.58306804814,local_bus
188579,19223,503,498,5426,1218,PM,-1.58300544736,local_bus
1455293,3156,9567,1595,5595,1185,PM,-1.58300366773,local_bus
1335464,192,6193,1595,1524,2025,AM,-1.58278233095,local_bus
1359284,2884,4256,2144,1038,1762,PM,-1.5825533862,local_bus
602041,11836,1711,747,6629,1357,PM,-1.58196580257,local_bus
1374273,5655,4317,1460,22595,1815,PM,-1.58051613141,local_bus
1950964,18003,9613,2326,17525,301,PM,-1.58001235173,local_bus
1857944,6360,6223,1460,4067,1151,AM,-1.57997506641,local_bus
2513303,16896,9600,778,1516,2026,PM,-1.57974660661,local_bus
44427,6962,111,2466,6928,2448,AM,-1.57966291746,local_bus
616942,2912,1764,2144,9603,1525,AM,-1.57907594827,local_bus
1641115,5693,5317,1669,8079,2300,AM,-1.57848615507,local_bus
1027692,22666,3094,824,22721,2097,PM,-1.57832702682,local_bus
634777,12355,1821,824,12563,800,AM,-1.57826330232,local_bus
1640571,15077,5313,246,8670,2247,PM,-1.57755815004,local_bus
1831641,357,8055,1608,12062,859,AM,-1.57733678382,local_bus
1441149,7201,4778,2402,18313,389,AM,-1.57682198577,local_bus
1646230,3776,5339,1556,14200,542,PM,-1.57651501632,local_bus
2366179,19446,9496,564,15089,214,PM,-1.57627547382,local_bus
2139848,4931,7576,824,3675,1142,AM,-1.57575355557,local_bus
1473287,5482,4670,1669,3129,1643,PM,-1.57569663357,local_bus
992967,15265,2972,778,1614,2143,AM,-1.57506715179,local_bus
1379512,3613,4336,1556,6130,1343,PM,-1.57422777432,local_bus
1950405,4683,6973,1669,7706,2122,AM,-1.57398520407,local_bus
1572174,7035,5026,2465,18299,110,PM,-1.57345533441,local_bus
1635130,4917,5292,924,1976,1900,AM,-1.57321496459,local_bus
1163077,19881,3540,564,4087,1151,AM,-1.57316991282,local_bus
125260,8771,341,1590,6626,1357,AM,-1.57289179807,local_bus
2386944,3291,8891,1764,1942,1963,AM,-1.5727666157,local_bus
967719,10883,2898,1145,7399,2097,AM,-1.57266935982,local_bus
411100,7695,1143,2146,12227,891,PM,-1.57135338825,local_bus
2361614,10109,8754,1419,14155,625,PM,-1.57130336355,local_bus
294036,995,789,1333,17051,117,AM,-1.57125111394,local_bus
35367,15160,1511,228,5657,1195,AM,-1.57112176632,local_bus
2175740,2302,7747,1977,1275,1917,AM,-1.57095810195,local_bus
1404987,18247,4422,393,22865,2168,AM,-1.57041301336,local_bus
2480890,20032,9418,564,14150,608,AM,-1.56995285007,local_bus
2311191,9127,8508,1841,1398,2028,AM,-1.56903495432,local_bus
736805,10015,2145,1419,2218,1956,AM,-1.56887828595,local_bus
82141,4458,7260,924,10463,1339,AM,-1.56885674609,local_bus
1996423,9654,6867,1462,1444,2079,AM,-1.56873235554,local_bus
721990,3311,2090,1595,17168,157,PM,-1.56864894245,local_bus
96080,8743,256,2280,11149,1076,PM,-1.56841638582,local_bus
1428448,5290,4505,1556,5171,912,AM,-1.56827135757,local_bus
1326416,2713,4122,2144,3159,1837,PM,-1.56814780035,local_bus
76584,14517,213,258,5358,1299,PM,-1.5679987723,local_bus
272370,12063,5666,731,15526,58,AM,-1.56797148252,local_bus
1555510,13197,5527,777,234,1567,AM,-1.567883681,local_bus
1552928,5139,8354,731,18602,470,PM,-1.56758898207,local_bus
36562,11208,89,1145,3591,1637,AM,-1.56741588657,local_bus
708010,18479,2052,393,7010,2446,AM,-1.56713579761,local_bus
30677,8064,78,2285,18554,517,AM,-1.56688447422,local_bus
2286296,7074,8349,2466,20202,717,PM,-1.56664829938,local_bus
2528693,12219,9685,731,39,1591,AM,-1.56648658332,local_bus
75808,9925,209,1443,19746,1420,AM,-1.56631973202,local_bus
818978,1509,2424,1969,7004,2446,PM,-1.56612697917,local_bus
891288,11376,2633,731,8331,2380,AM,-1.56610126932,local_bus
1174995,2781,3580,2144,3258,245,PM,-1.56520006717,local_bus
1296138,15047,4017,460,6732,1348,PM,-1.56419884797,local_bus
773231,19955,8633,588,1495,2076,PM,-1.56403358614,local_bus
1087883,509,7975,1607,20426,714,AM,-1.56339188187,local_bus
1527956,13371,6211,686,15456,32,PM,-1.56337858467,local_bus
468462,3845,1339,1556,13693,701,PM,-1.56303334932,local_bus
15345,10216,2610,1419,19763,526,AM,-1.56279769777,local_bus
1844618,10890,6164,1145,5843,1493,PM,-1.56270195387,local_bus
1065142,18320,3207,393,14121,625,PM,-1.56269808729,local_bus
1963672,4425,6737,824,6853,2480,AM,-1.56185469207,local_bus
2011656,5462,6951,1669,15070,184,PM,-1.56146062932,local_bus
1840587,1000,6152,1333,4262,1295,AM,-1.56128052762,local_bus
1439363,3397,4544,1556,769,1695,PM,-1.56108273432,local_bus
307766,4279,5841,1556,11040,1205,AM,-1.56081503082,local_bus
23451,12626,57,686,22566,1776,AM,-1.56067644207,local_bus
901266,7024,2663,2439,13958,690,PM,-1.56059203702,local_bus
2220702,9148,7966,1841,22796,2177,AM,-1.56041781102,local_bus
948217,17295,2824,212,9039,1634,PM,-1.56023367699,local_bus
774743,13931,2256,686,12474,780,AM,-1.56016466232,local_bus
1584949,10260,9153,1419,1433,2057,PM,-1.55993380155,local_bus
1117686,2139,7674,2144,12739,727,AM,-1.55965560615,local_bus
123682,2903,337,2146,19621,566,AM,-1.55954025277,local_bus
1251022,5110,7784,731,17535,266,AM,-1.55940237732,local_bus
941348,7468,9250,2144,14041,673,AM,-1.55920251427,local_bus
1415753,19664,4464,564,17159,168,PM,-1.55894392302,local_bus
1610968,14764,5195,228,17653,274,AM,-1.55857807887,local_bus
726498,8878,2109,1419,5830,1455,PM,-1.5583509738,local_bus
1631973,2768,8342,2146,14670,246,PM,-1.55826231457,local_bus
592545,333,1680,1608,14450,270,AM,-1.55789833474,local_bus
1203573,1057,3661,1977,17866,307,AM,-1.55750388,local_bus
927355,604,2745,1608,10988,1183,AM,-1.55747880777,local_bus
587542,12226,1661,824,1923,1823,PM,-1.55737051107,local_bus
1051351,12494,3167,747,926,1712,PM,-1.55734499832,local_bus
345801,2205,940,2146,13588,713,PM,-1.5572608518,local_bus
626941,1584,3855,2177,9299,1842,AM,-1.55701369786,local_bus
717378,5446,2080,1669,9473,1554,PM,-1.55678914182,local_bus
2398209,22651,8954,1595,17945,324,AM,-1.5565503707,local_bus
220372,3161,584,1595,4038,1267,AM,-1.55587605605,local_bus
503453,3712,8817,1556,6146,1342,PM,-1.55575989732,local_bus
1365238,19759,8387,564,12896,692,PM,-1.55556419457,local_bus
1482292,598,4704,1238,3384,1356,AM,-1.55547726124,local_bus
2552643,18046,9819,2326,15588,10,PM,-1.55507994873,local_bus
2116542,302,7745,1238,17043,84,PM,-1.55356743432,local_bus
2375232,12630,8825,686,10612,1311,PM,-1.55315708157,local_bus
427577,9645,3827,1459,18193,374,AM,-1.55277084811,local_bus
432609,5426,1219,1556,6854,2483,PM,-1.55266835157,local_bus
650222,12340,6623,731,8138,2331,AM,-1.55263733832,local_bus
96283,8743,9184,2285,18972,400,AM,-1.55206638582,local_bus
1882984,5390,6301,1556,10405,1435,AM,-1.55195233782,local_bus
770672,8835,2234,1590,8239,2373,PM,-1.55160914977,local_bus
153695,1400,5247,1841,5286,1178,PM,-1.55153166829,local_bus
2534561,273,9724,1669,9995,1468,PM,-1.55116880989,local_bus
251053,5345,4672,1556,17605,301,AM,-1.55064444357,local_bus
1443285,8466,4568,2466,377,1563,PM,-1.55031920841,local_bus
835905,731,8272,1608,7040,2446,AM,-1.55008864669,local_bus
1096239,12254,3320,824,13242,795,AM,-1.55004118407,local_bus
1913338,4561,7881,731,17211,129,AM,-1.54965691482,local_bus
1277108,17852,3943,307,10679,1374,AM,-1.54939565719,local_bus
95621,11448,2094,747,9615,1446,AM,-1.54936119042,local_bus
1144234,12775,3473,777,2664,1992,AM,-1.54784464145,local_bus
2088586,7373,7303,2144,22916,408,AM,-1.54724935702,local_bus
1634309,7489,5281,2144,6849,2459,AM,-1.54716647227,local_bus
1559085,2905,4977,2144,8336,2353,AM,-1.54686525277,local_bus
908350,11689,2681,824,1699,2111,PM,-1.54686138357,local_bus
764005,4655,7183,2491,7310,2397,PM,-1.54625431409,local_bus
807100,8852,2370,1443,5135,831,AM,-1.54621140499,local_bus
1965878,8732,6744,2285,12665,788,AM,-1.54429389732,local_bus
2135069,8636,7558,2280,1059,1857,AM,-1.54418480382,local_bus
1996739,20036,8709,562,22268,1171,AM,-1.54412120832,local_bus
567388,14968,1598,1801,12701,765,AM,-1.54307999682,local_bus
132684,1410,359,1841,12801,727,AM,-1.54305666829,local_bus
245088,14191,657,338,8751,1691,PM,-1.54261771672,local_bus
1854653,3484,6213,1556,17224,171,PM,-1.54202094507,local_bus
1917283,18965,6498,564,19432,502,PM,-1.54132971057,local_bus
73439,14040,201,686,6746,1348,AM,-1.54124479534,local_bus
1574261,19148,5043,562,11213,35,PM,-1.54111165047,local_bus
1041286,3860,3135,1556,3768,1305,PM,-1.54106314632,local_bus
569939,17431,1607,264,4826,890,AM,-1.54082124313,local_bus
2333161,10084,8600,1419,1369,1957,PM,-1.5405890613,local_bus
146880,18103,386,2326,11220,35,AM,-1.54015553748,local_bus
2259472,7766,8213,1985,4831,884,PM,-1.54011807042,local_bus
480934,13934,1369,686,4625,2491,AM,-1.53929198322,local_bus
808540,7879,9637,2177,7398,2097,PM,-1.53904389909,local_bus
1818545,5147,6055,731,5585,1326,PM,-1.53868081557,local_bus
612990,12466,1752,824,20483,676,AM,-1.53865017882,local_bus
1069040,10031,3226,1419,9585,1527,AM,-1.5385359159,local_bus
1791032,8350,5967,2392,9371,1794,AM,-1.53836107617,local_bus
1847936,12817,6177,777,8105,2293,PM,-1.53833953895,local_bus
780952,19788,2278,564,19802,627,PM,-1.53805148832,local_bus
1228209,18742,3746,562,1493,2076,PM,-1.53758409357,local_bus
98952,6943,9439,2466,22759,2168,AM,-1.53698269191,local_bus
49335,22635,7749,1595,8240,2373,PM,-1.53680014595,local_bus
404269,11624,1121,731,7599,2189,PM,-1.53644586732,local_bus
2512846,7851,9595,2175,10904,1115,AM,-1.53622982559,local_bus
2204390,18114,7875,389,1930,1857,PM,-1.53598133311,local_bus
551300,4990,4696,924,1891,2058,PM,-1.53586708784,local_bus
2142199,4500,7588,2401,12436,1627,PM,-1.53563688779,local_bus
2519212,22690,9630,824,18034,598,PM,-1.53562496757,local_bus
890375,3869,5082,1556,6814,525,AM,-1.53554608932,local_bus
